0,1.074187
23,-14.133154
46,-28.772463
69,-12.655962
92,1.181195
115,-17.993921
138,-33.704908
161,-13.072199
184,1.630327
207,-28.088880
230,-51.344767
253,-18.032644
276,3.610402
299,-82.605406
322,-241.864693
345,428.714557
368,-9.182407
391,70.869263
414,60.906379
437,6.572543
460,-2.000793
483,23.519314
506,23.658357
529,1.474977
552,-1.153405
575,13.744580
598,13.601273
621,-0.030624
644,-0.836000
667,9.562888
690,9.065224
713,-0.664291
736,-0.674217
759,7.258095
782,6.544641
805,-0.970347
828,-0.578318
851,5.805599
874,4.971206
897,-1.125884
920,-0.515933
943,4.810411
966,3.912180
989,-1.203877
1012,-0.472765
1035,4.088157
1058,3.160538
1081,-1.238918
1104,-0.441385
1127,3.541348
1150,2.605472
1173,-1.249149
1196,-0.417878
1219,3.113828
1242,2.182704
1265,-1.244602
1288,-0.399744
1311,2.770905
1334,1.852608
1357,-1.231184
1380,-0.385438
1403,2.490085
1426,1.589550
1449,-1.212474
1472,-0.373929
1495,2.256130
1518,1.376290
1541,-1.190717
1564,-0.364530
1587,2.058381
1610,1.200844
1633,-1.167328
1656,-0.356755
1679,1.889153
1702,1.054690
1725,-1.143229
1748,-0.350243
1771,1.742784
1794,0.931564
1817,-1.119006
1840,-0.344731
1863,1.614999
1886,0.826846
1909,-1.095044
1932,-0.340024
1955,1.502517
1978,0.737002
2001,-1.071593
2024,-0.335972
2047,1.402795
2070,0.659316
2093,-1.048791
2116,-0.332462
2139,1.313769
2162,0.591686
2185,-1.026747
2208,-0.329396
2231,1.233864
2254,0.532432
2277,-1.005492
2300,-0.326706
2323,1.161759
2346,0.480213
2369,-0.985054
2392,-0.324321
2415,1.096372
2438,0.433960
2461,-0.965424
2484,-0.322222
2507,1.036823
2530,0.392784
2553,-0.946599
2576,-0.320345
2599,0.982369
2622,0.355971
2645,-0.928549
2668,-0.318666
2691,0.932394
2714,0.322922
2737,-0.911244
2760,-0.317162
2783,0.886373
2806,0.293138
2829,-0.894676
2852,-0.315805
2875,0.843860
2898,0.266204
2921,-0.878793
2944,-0.314576
2967,0.804470
2990,0.241764
3013,-0.863565
3036,-0.313462
3059,0.767878
3082,0.219518
3105,-0.848965
3128,-0.312454
3151,0.733798
3174,0.199215
3197,-0.834961
3220,-0.311528
3243,0.701984
3266,0.180632
3289,-0.821515
3312,-0.310689
3335,0.672220
3358,0.163579
3381,-0.808616
3404,-0.309915
3427,0.644315
3450,0.147891
3473,-0.796219
3496,-0.309208
3519,0.618102
3542,0.133430
3565,-0.784308
3588,-0.308559
3611,0.593432
3634,0.120069
3657,-0.772852
3680,-0.307962
3703,0.570177
3726,0.107702
3749,-0.761831
3772,-0.307414
3795,0.548220
3818,0.096228
3841,-0.751221
3864,-0.306900
3887,0.527451
3910,0.085567
3933,-0.741004
3956,-0.306430
3979,0.507780
4002,0.075646
4025,-0.731160
4048,-0.305992
4071,0.489125
4094,0.066390
4117,-0.721666
4140,-0.305589
4163,0.471412
4186,0.057751
4209,-0.712506
4232,-0.305214
4255,0.454563
4278,0.049670
4301,-0.703666
4324,-0.304866
4347,0.438526
4370,0.042101
4393,-0.695131
4416,-0.304543
4439,0.423238
4462,0.035001
4485,-0.686882
4508,-0.304240
4531,0.408654
4554,0.028335
4577,-0.678906
4600,-0.303961
4623,0.394725
4646,0.022069
4669,-0.671194
4692,-0.303699
4715,0.381404
4738,0.016167
4761,-0.663732
4784,-0.303460
4807,0.368660
4830,0.010607
4853,-0.656506
4876,-0.303232
4899,0.356450
4922,0.005360
4945,-0.649512
4968,-0.303021
4991,0.344742
5014,0.000403
5037,-0.642732
5060,-0.302827
5083,0.333510
5106,-0.004281
5129,-0.636162
5152,-0.302643
5175,0.322722
5198,-0.008714
5221,-0.629788
5244,-0.302474
5267,0.312354
5290,-0.012916
5313,-0.623605
5336,-0.302314
5359,0.302384
5382,-0.016898
5405,-0.617605
5428,-0.302170
5451,0.292788
5474,-0.020678
5497,-0.611776
5520,-0.302031
5543,0.283548
5566,-0.024267
5589,-0.606115
5612,-0.301901
5635,0.274637
5658,-0.027676
5681,-0.600619
5704,-0.301783
5727,0.266045
5750,-0.030921
5773,-0.595273
5796,-0.301675
5819,0.257756
5842,-0.034008
5865,-0.590074
5888,-0.301573
5911,0.249749
5934,-0.036951
5957,-0.585017
5980,-0.301479
6003,0.242013
6026,-0.039755
6049,-0.580093
6072,-0.301394
6095,0.234537
6118,-0.042429
6141,-0.575306
6164,-0.301315
6187,0.227305
6210,-0.044985
6233,-0.570639
6256,-0.301243
6279,0.220308
6302,-0.047422
6325,-0.566096
6348,-0.301173
6371,0.213530
6394,-0.049753
6417,-0.561669
6440,-0.301112
6463,0.206967
6486,-0.051979
6509,-0.557353
6532,-0.301059
6555,0.200602
6578,-0.054110
6601,-0.553144
6624,-0.301008
6647,0.194436
6670,-0.056152
6693,-0.549042
6716,-0.300960
6739,0.188452
6762,-0.058106
6785,-0.545038
6808,-0.300921
6831,0.182643
6854,-0.059980
6877,-0.541133
6900,-0.300887
6923,0.177005
6946,-0.061771
6969,-0.537320
6992,-0.300856
7015,0.171527
7038,-0.063494
7061,-0.533596
7084,-0.300829
7107,0.166207
7130,-0.065145
7153,-0.529961
7176,-0.300806
7199,0.161034
7222,-0.066729
7245,-0.526411
7268,-0.300788
7291,0.156002
7314,-0.068248
7337,-0.522941
7360,-0.300774
7383,0.151109
7406,-0.069714
7429,-0.519547
7452,-0.300761
7475,0.146348
7498,-0.071118
7521,-0.516231
7544,-0.300757
7567,0.141713
7590,-0.072468
7613,-0.512991
7636,-0.300753
7659,0.137200
